,stateabbr,statedesc,placename,totalpopulation,access2_crudeprev,arthritis_crudeprev,binge_crudeprev,bphigh_crudeprev,bpmed_crudeprev,cancer_crudeprev,casthma_crudeprev,cervical_crudeprev,chd_crudeprev,checkup_crudeprev,cholscreen_crudeprev,colon_screen_crudeprev,copd_crudeprev,corem_crudeprev,corew_crudeprev,csmoking_crudeprev,dental_crudeprev,depression_crudeprev,diabetes_crudeprev,ghlth_crudeprev,highchol_crudeprev,kidney_crudeprev,lpa_crudeprev,mammouse_crudeprev,mhlth_crudeprev,obesity_crudeprev,phlth_crudeprev,sleep_crudeprev,stroke_crudeprev,teethlost_crudeprev
63,FL,Florida,Fort Lauderdale,165528,21.9,22.3,14.7,33.2,74.8,6.4,8.6,82.8,6.5,75.5,87.8,73.9,7.5,33.9,33.5,17.9,59.9,17.0,11.3,17.1,32.2,3.2,26.1,81.1,15.0,30.1,11.4,37.2,3.5,13.3
64,FL,Florida,Fort White,568,23.5,27.4,14.4,38.7,74.3,6.6,10.1,80.3,7.5,78.0,86.0,71.0,9.7,34.7,28.2,22.9,48.1,21.3,12.9,20.4,33.0,3.6,30.9,74.9,17.4,35.8,13.9,38.1,4.1,19.0
65,FL,Florida,Memphis,8257,29.2,25.3,13.7,37.0,76.9,6.2,9.6,79.8,7.2,77.2,86.3,71.2,8.7,32.5,36.0,21.0,52.4,18.2,14.2,21.0,31.4,3.6,30.6,76.4,16.0,36.4,13.5,38.2,4.3,20.1
66,FL,Florida,Miami Gardens,107042,29.3,22.8,12.0,39.3,75.1,4.8,10.6,79.9,6.3,79.5,85.9,70.7,7.8,26.8,24.4,21.9,48.9,16.1,15.6,24.5,28.4,3.8,37.4,78.5,18.0,35.8,14.2,44.8,4.6,22.3
67,FL,Florida,North Miami Beach,42521,27.7,20.7,13.4,33.2,73.4,5.0,9.2,79.5,5.8,76.7,85.7,68.9,6.7,31.7,27.0,18.1,55.1,16.1,13.0,20.1,28.7,3.2,32.9,76.7,16.5,31.2,12.5,39.8,3.5,16.2
68,FL,Florida,South Patrick Shores,5881,13.5,24.4,15.0,32.4,77.2,8.4,8.2,84.5,6.9,77.0,89.5,72.8,6.8,42.1,37.1,12.5,69.4,18.0,9.9,11.6,34.0,2.9,20.0,76.8,12.9,29.1,9.5,30.1,3.0,9.0
69,FL,Florida,West Samoset,5583,41.8,22.5,14.3,33.3,70.7,4.8,10.1,75.7,7.0,73.5,80.1,62.7,9.6,28.0,28.8,26.1,40.9,20.2,13.4,26.8,28.6,3.6,37.7,74.4,19.1,38.3,15.8,39.6,4.2,27.8
366,FL,Florida,Freeport,1924,21.5,23.8,17.5,32.4,70.3,5.8,9.2,80.3,6.0,70.6,83.8,68.8,8.4,36.9,37.0,23.1,55.5,21.4,10.1,16.7,30.3,2.7,27.0,73.6,17.6,31.2,12.2,37.3,3.0,15.2
369,FL,Florida,Palm Springs,23459,35.5,19.3,15.0,30.0,70.4,5.0,8.7,78.0,6.2,71.8,83.8,68.7,7.7,34.5,37.0,20.3,53.7,18.1,12.0,20.7,29.3,3.2,31.9,77.6,16.7,30.1,12.9,36.7,3.2,19.6
370,FL,Florida,Mexico Beach,1072,14.0,30.7,13.7,38.3,79.9,10.0,8.3,82.6,8.5,78.7,91.2,76.8,8.5,49.1,39.0,14.9,66.1,19.1,11.9,13.9,37.9,3.4,23.6,75.9,12.8,27.2,11.4,29.6,3.6,10.1
371,FL,Florida,Apalachicola,2231,22.2,27.7,13.4,39.9,77.5,7.6,9.4,79.6,7.9,77.9,87.0,70.6,9.7,39.5,36.9,19.1,53.8,19.1,13.1,19.0,35.1,3.7,28.1,76.5,16.1,37.9,13.3,34.0,4.3,16.0
381,FL,Florida,Coral Gables,46769,19.6,16.4,14.9,24.6,71.9,5.6,7.3,83.3,4.5,75.2,86.7,75.6,3.8,40.5,33.9,9.1,70.4,14.8,8.7,11.3,28.1,2.4,22.1,78.0,13.3,23.0,8.0,30.8,1.9,6.0
387,FL,Florida,Willow Oak,6732,30.9,21.5,16.5,31.0,68.9,4.6,9.7,75.7,6.0,70.2,80.1,65.9,8.9,34.4,32.2,24.1,45.2,21.8,10.8,21.6,30.2,2.9,31.4,76.0,18.6,38.3,13.9,35.5,3.2,22.5
395,FL,Florida,Paxton,644,22.5,30.6,15.1,39.7,76.1,7.4,9.8,78.4,9.1,73.5,84.3,67.7,12.2,35.2,34.5,26.1,50.5,22.0,13.5,21.9,35.1,3.8,32.2,72.4,18.1,32.8,15.5,37.7,4.5,20.2
397,FL,Florida,Crawfordville,3702,19.9,21.7,17.1,30.5,70.9,6.0,8.9,80.9,5.6,73.0,85.6,72.7,7.3,43.3,36.9,21.2,59.2,21.1,8.8,14.5,30.0,2.6,25.0,73.6,16.9,31.7,10.8,36.1,2.8,14.9
400,FL,Florida,Berrydale,441,24.9,22.3,18.5,34.4,65.6,5.2,8.7,75.8,6.0,70.1,81.8,70.4,8.5,46.6,38.8,27.4,48.7,19.5,9.7,17.3,29.6,2.7,30.1,71.9,17.9,34.3,12.0,38.4,3.1,18.9
401,FL,Florida,Miramar Beach,6146,13.1,28.4,14.5,36.6,78.7,9.3,7.8,84.7,7.3,76.1,90.9,76.9,7.1,45.4,42.3,12.7,69.6,17.4,10.5,12.0,35.8,3.1,20.5,76.2,12.4,26.1,9.8,31.3,3.1,8.0
407,FL,Florida,Westwood Lakes,11838,34.8,21.5,12.8,32.1,76.7,5.7,7.4,79.4,7.1,75.6,86.6,68.9,6.0,29.2,26.1,13.5,57.2,14.5,15.3,21.8,32.4,3.8,35.7,74.6,14.0,29.5,12.9,34.0,3.3,13.0
414,FL,Florida,Heritage Pines,2124,12.3,45.0,7.4,51.1,88.3,15.1,7.8,78.7,14.3,85.6,96.0,79.3,14.0,38.9,38.8,14.9,63.7,18.4,18.0,19.4,48.8,5.4,28.0,72.1,10.4,28.5,14.6,28.1,5.9,12.2
416,FL,Florida,Century,1698,26.4,32.5,11.3,45.5,79.2,7.4,10.6,78.1,8.8,81.6,87.2,70.6,11.2,34.8,29.0,24.0,47.4,20.7,15.9,24.9,34.2,4.4,34.7,76.9,17.4,40.0,15.7,39.8,5.6,23.1
422,FL,Florida,Fernandina Beach,11630,16.5,28.9,14.1,37.3,79.5,8.5,8.6,82.6,7.5,77.9,89.7,76.5,8.6,51.7,41.1,15.8,62.6,18.7,11.9,15.3,36.6,3.4,22.6,76.6,14.1,30.6,11.6,30.0,3.7,12.2
430,FL,Florida,Sweetwater,20243,41.7,20.6,12.7,31.5,74.4,4.8,7.9,77.2,6.9,74.1,84.1,64.3,6.3,25.6,22.9,16.2,50.5,15.3,16.4,26.4,31.5,4.0,40.6,74.7,15.5,31.7,14.7,35.7,3.4,16.6
431,FL,Florida,Boynton Beach,68217,23.3,24.0,13.6,35.5,76.2,7.5,8.8,81.0,7.7,76.6,88.2,74.8,8.6,41.2,41.1,17.9,61.5,17.2,12.0,17.3,32.2,3.5,26.7,78.5,14.8,27.6,11.9,35.7,3.9,16.0
439,FL,Florida,Floridatown,244,20.0,28.1,15.9,37.1,73.5,6.9,9.4,76.5,7.7,72.9,84.0,65.2,10.6,47.3,37.0,25.5,51.8,21.9,11.4,18.7,33.9,3.4,31.0,73.7,18.5,32.8,13.9,35.6,3.8,19.2
442,FL,Florida,Horseshoe Beach,169,20.6,41.1,10.8,50.4,85.3,10.7,9.8,76.0,14.2,79.4,89.8,72.5,18.1,35.9,27.6,26.2,45.6,22.1,19.0,28.4,45.3,5.5,37.6,72.5,15.6,38.9,19.8,35.0,6.8,24.1
447,FL,Florida,Babson Park,1356,24.3,19.8,17.2,29.0,68.7,4.6,9.8,74.9,5.4,71.3,79.1,69.6,7.7,35.8,34.3,20.6,50.9,21.3,9.1,17.3,28.4,2.6,26.4,76.6,18.5,32.7,11.6,34.2,3.0,19.8
456,FL,Florida,Yankeetown,513,20.2,40.6,11.8,47.3,83.3,10.1,9.5,74.0,13.6,80.2,88.6,70.2,16.8,33.2,26.8,24.6,50.0,21.7,18.3,26.2,41.2,5.2,35.1,70.0,15.7,36.8,18.3,32.4,6.3,21.8
466,FL,Florida,Astatula,1810,23.4,25.3,15.4,32.8,73.4,6.7,8.3,79.8,6.9,73.4,86.3,72.8,8.5,50.3,40.8,18.8,57.2,19.9,11.4,16.4,32.8,3.0,26.4,76.1,15.5,35.6,11.5,33.8,3.1,16.1
473,FL,Florida,Blountstown,2514,25.9,32.5,12.5,43.6,78.8,8.6,10.3,77.5,10.2,77.8,87.1,72.3,12.4,33.8,29.9,22.6,47.4,19.8,15.1,24.7,38.6,4.4,34.6,74.2,16.9,37.1,15.3,38.1,5.6,23.6
481,FL,Florida,Shalimar,717,15.3,26.5,14.8,35.5,76.3,7.4,8.4,80.3,6.7,75.5,88.7,70.8,8.1,42.1,40.7,17.3,64.2,19.4,10.6,14.7,34.2,3.0,22.2,71.6,14.3,30.5,11.0,33.2,3.2,12.6
486,FL,Florida,Surfside,5744,17.8,21.8,13.1,30.8,78.5,7.8,6.6,85.0,6.4,77.8,91.0,76.2,4.8,40.2,33.5,8.9,72.8,13.4,10.9,12.0,32.7,3.1,23.0,76.7,11.0,23.3,8.8,29.7,2.7,6.8
503,FL,Florida,Fanning Springs,832,22.9,33.6,14.0,41.2,79.5,8.7,9.4,76.4,10.6,77.7,86.5,70.7,13.2,34.8,29.1,23.5,51.5,21.6,14.7,22.5,38.0,4.2,32.1,70.9,16.2,35.4,15.7,33.2,5.0,20.6
511,FL,Florida,Bushnell,3296,23.2,32.4,13.7,42.8,80.7,9.2,9.0,78.1,10.8,78.3,87.5,75.2,12.6,38.6,35.0,21.7,53.8,19.4,14.7,21.5,37.4,4.4,29.6,76.8,15.3,36.0,14.7,33.4,5.2,19.1
521,FL,Florida,Bay Pines,3008,16.4,31.2,14.3,40.3,79.9,9.5,8.2,81.5,9.1,76.0,90.6,73.6,9.7,42.2,43.3,18.0,59.0,17.7,12.1,16.0,39.6,3.8,24.1,74.4,13.5,27.0,12.4,30.7,4.1,13.3
522,FL,Florida,Spring Lake,458,19.3,30.6,14.0,38.4,79.2,8.0,8.8,79.5,8.5,75.4,87.9,72.5,10.9,38.8,34.3,21.9,55.3,20.3,12.8,18.6,36.9,3.6,28.1,73.3,15.3,35.3,14.0,33.1,4.0,15.8
524,FL,Florida,Brownsville,15313,36.0,26.0,10.9,43.8,76.2,4.7,11.8,75.7,8.2,79.6,83.1,64.1,11.2,21.3,18.9,28.0,37.7,17.6,19.7,34.3,29.9,5.0,46.2,77.4,20.3,40.2,19.0,46.7,6.4,35.0
531,FL,Florida,Lakeside,30943,19.5,23.9,16.0,32.2,72.2,6.2,8.8,79.8,5.9,73.2,86.7,71.5,7.3,39.5,36.3,20.2,57.0,20.7,9.9,15.0,29.5,2.7,24.8,72.8,16.5,34.6,11.0,38.2,2.9,13.7
543,FL,Florida,Gonzalez,13273,16.4,24.3,16.0,31.7,73.4,6.6,8.5,82.4,5.5,76.7,87.7,74.0,6.7,46.4,40.4,16.7,64.8,21.1,8.7,12.5,31.7,2.5,20.6,76.6,14.9,31.5,9.9,32.8,2.6,10.3
544,FL,Florida,North Fort Myers,39482,18.8,37.4,11.4,44.9,84.2,12.1,8.2,79.4,12.8,80.7,91.7,76.8,12.9,42.7,40.6,16.9,65.3,17.2,15.3,20.4,41.0,4.9,28.0,74.3,12.5,26.4,14.8,28.4,5.6,15.5
545,FL,Florida,Kenwood Estates,1283,41.1,16.9,15.6,28.1,66.7,3.7,8.8,76.0,5.4,69.5,80.6,66.4,7.2,30.6,35.9,22.6,48.3,18.4,12.1,22.8,27.6,2.9,34.7,78.1,17.7,31.3,13.4,37.9,2.9,21.3
548,FL,Florida,Citrus Hills,7470,16.3,37.6,10.5,48.7,85.5,11.7,8.1,77.7,11.9,82.0,93.0,77.4,12.3,45.4,39.7,16.8,59.8,18.3,15.3,18.8,46.0,4.6,29.0,71.1,12.0,29.8,13.9,33.8,5.1,13.5
557,FL,Florida,Inwood,6387,31.4,31.1,12.8,43.6,76.8,6.2,11.4,73.9,9.6,75.3,82.1,63.5,14.7,30.6,27.0,31.2,36.6,22.6,17.3,31.7,36.4,4.7,39.8,76.2,19.8,44.0,19.7,39.1,5.9,30.7
563,FL,Florida,Oak Ridge,22685,36.7,17.7,13.7,32.0,67.5,3.7,9.9,77.4,5.4,71.5,82.6,64.4,7.2,31.0,29.9,22.8,41.1,17.7,12.8,24.2,26.7,3.1,34.4,74.7,18.2,35.9,13.6,39.8,3.4,21.0
585,FL,Florida,Lealman,19859,24.3,28.9,14.8,38.9,76.4,7.1,9.4,75.4,8.7,73.1,85.6,66.8,11.5,35.3,37.5,25.9,46.0,20.0,13.4,21.7,36.4,3.8,31.3,73.0,17.1,30.6,15.0,35.2,4.4,21.1
596,FL,Florida,Southchase,15921,28.1,16.2,14.3,27.5,68.8,4.1,8.1,80.7,4.7,70.7,86.1,67.1,5.2,35.8,34.7,16.1,54.0,16.1,10.7,16.6,27.5,2.6,26.9,74.6,15.0,29.9,10.3,35.1,2.5,12.8
597,FL,Florida,Alva,2592,17.8,29.7,15.2,36.6,78.7,9.1,8.3,81.2,8.9,76.5,89.7,75.6,9.6,44.1,43.3,18.5,67.8,18.6,11.6,16.0,36.3,3.5,23.6,75.6,13.9,26.6,12.4,29.9,3.9,12.2
599,FL,Florida,Westchase,21747,15.4,16.5,18.3,24.8,68.7,5.3,7.8,85.9,4.0,72.4,88.6,73.9,4.4,41.0,37.1,12.3,70.1,16.8,6.9,9.0,27.6,2.0,17.4,79.2,13.3,25.2,7.5,29.9,1.9,8.2
613,FL,Florida,Springfield,9056,25.5,26.6,14.9,37.3,73.8,6.0,10.5,74.8,8.0,75.0,83.0,66.8,11.0,38.7,28.6,27.2,44.8,22.6,13.8,23.3,31.5,3.6,35.3,74.3,18.9,34.8,15.5,37.9,4.4,23.9
614,FL,Florida,Point Baker,3010,19.1,23.9,16.9,32.9,70.4,6.0,9.1,78.3,5.9,72.1,84.6,71.2,7.9,50.3,39.8,22.6,56.6,21.2,9.6,15.0,31.1,2.7,26.9,75.3,17.9,31.3,11.3,35.6,2.9,14.6
630,FL,Florida,June Park,3814,16.2,25.2,15.4,33.3,76.3,8.0,8.7,83.0,7.3,76.1,88.0,70.5,8.1,39.2,34.8,15.8,64.8,19.3,10.6,13.9,34.3,3.1,22.7,76.0,14.2,31.0,10.9,32.0,3.3,12.0
635,FL,Florida,Gifford,9590,25.8,30.9,10.6,42.8,81.3,9.2,9.8,79.7,10.0,80.3,88.8,71.4,10.3,37.2,31.4,20.2,54.3,16.3,15.5,22.7,36.2,4.7,31.6,74.6,14.5,35.3,14.2,35.7,5.6,16.0
639,FL,Florida,Port St. John,12267,18.9,23.0,16.6,31.3,72.9,6.4,9.3,82.1,6.3,74.3,85.6,67.8,8.1,36.4,33.1,19.4,60.3,20.9,10.2,15.1,31.7,2.8,24.7,75.6,16.3,33.4,11.4,34.5,3.1,14.3
645,FL,Florida,Quincy,8730,31.4,26.8,13.2,43.3,76.0,5.7,11.0,79.7,7.8,79.3,85.0,72.8,10.4,36.2,28.2,26.1,43.2,18.5,17.0,28.0,30.8,4.3,39.7,81.1,18.2,45.0,16.1,40.9,5.6,28.2
646,FL,Florida,Longboat Key,6888,9.6,37.9,7.7,45.2,86.9,15.6,6.8,84.6,11.7,85.9,96.4,82.3,8.9,47.1,47.2,7.8,76.7,14.3,13.1,13.1,42.3,4.6,19.9,74.2,8.5,21.6,10.6,25.1,4.7,7.6
653,FL,Florida,The Villages,51466,10.5,41.2,7.7,51.9,88.0,14.9,7.5,81.2,12.9,86.4,96.3,83.6,11.6,46.4,45.6,11.2,69.6,15.6,16.0,16.4,47.5,4.9,23.3,78.6,9.4,30.3,12.5,26.0,5.1,9.4
655,FL,Florida,Newberry,5040,18.0,21.3,17.0,29.6,71.6,6.1,9.1,81.0,5.5,71.0,87.1,74.4,6.8,45.9,34.6,17.0,60.5,19.5,9.1,13.4,30.3,2.6,22.3,75.5,15.8,30.1,10.2,31.8,2.8,12.5
656,FL,Florida,Pine Ridge,9598,16.7,35.7,11.8,46.0,83.9,11.3,8.3,79.4,11.1,80.7,92.1,77.1,11.5,45.6,38.2,16.8,60.7,18.9,13.8,17.9,43.7,4.4,27.9,71.3,12.6,29.7,13.4,34.2,4.8,14.1
659,FL,Florida,Naples,19522,13.3,33.2,10.1,39.8,84.9,13.1,7.4,83.5,10.3,81.5,93.9,78.7,8.7,53.8,42.6,10.0,72.6,14.2,12.5,13.7,41.9,4.2,22.2,73.3,9.9,21.8,10.5,25.8,4.3,8.3
662,FL,Florida,Orangetree,4406,22.3,20.2,17.1,26.8,71.6,5.7,8.4,82.1,5.3,70.9,86.3,69.8,6.6,46.0,39.1,18.3,62.2,17.8,9.4,14.2,30.7,2.5,24.6,73.6,14.9,27.1,10.2,33.3,2.6,12.1
663,FL,Florida,Crooked Lake Park,1722,23.4,28.7,14.5,37.7,77.0,7.1,9.6,77.2,8.4,74.3,84.6,69.4,11.0,37.2,33.4,22.8,50.1,21.5,12.8,21.0,36.2,3.7,30.2,76.7,17.1,36.7,14.7,33.9,4.2,19.7
670,FL,Florida,Page Park,514,29.7,20.0,18.6,29.1,67.9,4.8,8.7,77.7,6.2,70.1,82.3,66.8,7.8,38.2,37.2,22.5,55.8,19.0,10.0,18.6,27.7,2.8,26.9,77.1,16.6,30.8,12.3,33.7,3.1,17.5
676,FL,Florida,Greenacres,37568,32.3,22.1,14.0,32.8,73.7,6.3,8.8,78.8,7.2,73.9,85.4,71.7,8.6,38.3,38.9,19.6,55.9,17.9,12.3,20.1,31.1,3.5,30.8,77.4,16.0,28.9,12.9,36.1,3.7,18.5
681,FL,Florida,Ridge Wood Heights,4795,18.0,24.4,16.9,30.2,74.4,7.1,8.4,82.0,6.5,73.8,87.9,70.6,8.0,41.6,41.1,18.0,65.3,20.4,9.5,14.6,29.5,2.9,22.3,74.4,15.6,27.3,11.3,34.9,3.1,12.6
682,FL,Florida,Lisbon,260,19.7,30.7,14.8,38.1,76.6,8.1,8.6,77.6,9.2,75.3,86.6,73.7,11.1,49.0,38.9,22.0,55.1,20.9,13.0,18.4,36.1,3.6,28.2,75.1,15.9,36.2,13.4,34.5,4.1,19.1
687,FL,Florida,Combee Settlement,5529,29.9,27.6,15.1,37.6,73.5,5.8,10.5,75.0,8.1,72.0,80.9,63.9,12.4,32.6,29.6,29.8,40.9,23.3,13.6,26.1,34.9,3.7,35.2,74.8,19.5,40.2,17.1,36.9,4.5,26.0
692,FL,Florida,Madeira Beach,4263,15.5,29.3,15.1,38.2,78.6,8.7,8.3,81.6,8.1,75.2,90.4,73.2,8.9,42.8,44.6,17.7,60.1,18.0,11.4,14.8,38.4,3.4,22.7,75.4,13.6,27.2,11.7,30.8,3.6,11.9
693,FL,Florida,Tavernier,2136,20.1,22.7,18.0,30.9,76.7,7.0,7.7,83.5,6.6,72.7,89.4,72.3,6.8,40.3,32.9,15.4,67.8,17.2,10.6,13.8,33.5,2.9,22.8,73.8,13.3,29.4,10.4,33.1,2.9,10.1
698,FL,Florida,Pembroke Park,6194,31.0,27.1,11.6,40.0,76.4,6.4,10.4,79.5,9.1,78.2,86.2,70.1,12.2,24.7,25.7,24.5,45.2,18.6,15.8,27.1,33.2,4.6,37.3,79.6,18.2,36.8,16.5,42.6,5.4,24.8
702,FL,Florida,Windsor,256,8.9,31.9,9.8,39.6,84.3,12.9,7.3,85.8,9.2,82.6,95.2,81.2,7.2,46.1,43.2,8.9,77.0,14.4,11.2,10.9,43.0,3.7,17.3,76.9,9.0,25.3,9.2,25.1,3.5,5.4
704,FL,Florida,Ruskin,17208,30.3,20.0,17.2,30.0,70.6,5.1,9.0,80.1,6.0,71.8,83.8,67.9,7.8,32.4,31.3,19.9,53.4,18.8,10.5,18.1,29.3,2.9,28.8,76.0,16.8,31.8,12.3,33.7,3.0,17.7
708,FL,Florida,Cortez,4241,16.0,38.5,9.7,46.5,85.7,12.8,8.1,80.5,12.8,83.0,92.9,76.3,12.6,37.9,40.2,15.2,63.7,17.1,15.6,18.9,43.0,4.9,26.9,72.7,11.7,28.7,14.4,29.5,5.6,14.4
710,FL,Florida,Bithlo,8362,21.0,17.3,16.7,26.8,67.9,5.0,8.2,82.9,4.7,70.0,86.5,70.8,5.8,42.2,39.2,17.2,59.4,18.1,8.5,13.3,28.1,2.3,21.7,73.9,15.3,28.1,9.6,33.8,2.3,11.5
719,FL,Florida,Brandon,103483,22.0,18.5,17.7,28.5,69.8,5.1,8.9,81.9,4.9,72.8,85.5,70.9,6.1,36.7,34.6,17.1,60.3,18.3,8.9,13.7,28.3,2.4,23.5,77.8,15.9,29.3,10.0,33.1,2.5,12.2
722,FL,Florida,Cudjoe Key,1763,14.0,26.2,16.9,34.3,79.9,8.8,7.7,83.4,7.8,75.1,90.9,74.9,7.7,44.1,35.1,14.8,71.0,17.3,10.4,12.5,36.0,3.1,20.5,73.7,12.5,27.4,10.2,31.5,3.3,9.7
725,FL,Florida,Glenvar Heights,16898,23.5,17.3,14.8,25.7,72.9,5.2,7.2,82.0,4.8,74.5,87.4,72.3,4.2,36.3,30.9,10.2,67.3,14.5,10.2,13.4,28.1,2.7,25.1,77.0,13.2,25.3,9.0,32.2,2.2,8.2
726,FL,Florida,Ona,314,33.5,26.1,14.8,37.1,75.5,5.3,9.6,75.3,8.0,73.0,82.2,63.8,11.2,34.7,27.8,27.3,42.0,20.4,15.4,27.0,33.8,3.8,37.9,72.4,17.8,42.8,16.4,38.1,4.6,25.0
739,FL,Florida,Riverview,71050,21.3,17.9,18.0,27.6,68.8,4.9,8.8,83.7,4.5,72.5,86.4,71.2,5.8,37.0,36.0,17.0,62.0,18.3,8.4,12.7,27.9,2.3,22.4,77.7,15.6,29.2,9.6,33.3,2.3,11.7
746,FL,Florida,Holiday,22403,23.9,30.5,14.8,36.6,78.0,7.9,9.3,76.6,9.5,74.6,85.5,66.6,12.2,32.8,30.4,26.5,48.6,23.4,13.5,21.8,35.6,4.0,31.9,71.2,17.2,33.4,15.2,35.6,4.7,21.6
748,FL,Florida,Zephyrhills,13920,23.7,34.0,13.1,39.8,81.0,9.5,9.3,76.4,11.0,76.9,87.3,70.1,13.2,33.7,31.1,24.0,50.3,22.7,14.8,22.5,38.3,4.5,32.4,70.8,16.2,32.2,15.6,34.1,5.3,20.3
749,FL,Florida,Medley,838,37.6,24.8,11.1,36.9,80.0,6.7,7.3,79.0,8.6,77.8,88.3,69.8,6.7,29.7,26.4,13.5,55.9,13.8,18.6,25.0,36.0,4.5,39.2,74.2,13.2,30.6,14.4,33.7,4.0,12.8
751,FL,Florida,Panama City,36771,22.1,27.2,14.8,37.3,75.2,6.9,9.9,77.3,7.9,76.0,85.3,69.9,9.9,40.2,30.5,23.0,50.8,21.4,13.1,20.5,32.3,3.6,31.8,75.6,17.1,33.0,14.2,35.8,4.3,20.1
752,FL,Florida,St. Augustine Beach,6176,13.5,23.1,16.7,32.4,76.3,7.8,8.3,80.8,6.5,76.3,88.7,77.5,6.9,47.2,39.7,13.1,67.3,19.6,9.2,11.7,32.7,2.8,17.6,79.1,14.1,24.2,9.5,28.7,2.8,9.2
758,FL,Florida,Cedar Grove,3098,26.0,25.0,15.7,35.1,70.8,5.4,10.7,75.5,7.0,73.6,81.9,65.3,10.5,37.4,28.4,29.0,44.1,23.9,12.3,22.5,30.0,3.2,34.8,74.0,19.9,35.4,15.2,38.3,3.9,24.3
768,FL,Florida,Hunters Creek,20604,22.2,15.1,15.9,24.4,66.6,4.4,7.9,82.6,4.0,69.9,86.5,70.5,4.6,42.2,38.8,14.2,60.3,16.8,8.1,12.5,26.1,2.2,21.4,75.1,14.6,27.2,8.7,32.9,2.0,10.1
772,FL,Florida,Gulf Stream,884,11.8,30.2,10.8,40.2,83.0,11.7,7.3,85.3,9.8,81.1,94.1,80.3,8.7,46.6,46.7,10.9,74.6,15.3,12.1,12.9,40.3,4.0,20.3,80.2,10.4,22.3,10.6,27.9,4.0,9.1
784,FL,Florida,Matlacha,677,16.1,39.3,11.1,47.5,84.8,11.8,8.5,79.1,13.6,81.2,92.3,73.4,14.1,41.3,39.5,18.7,63.4,17.6,16.8,22.0,42.6,5.2,28.5,76.4,12.6,28.7,16.2,29.1,6.1,15.5
798,FL,Florida,Tyndall AFB,2994,19.3,7.5,23.7,14.1,38.3,1.6,8.8,77.8,1.4,66.3,77.6,71.9,2.5,46.7,39.5,15.0,60.2,21.6,3.0,8.0,14.2,1.0,17.9,78.5,18.3,24.8,6.0,33.0,0.8,8.4
811,FL,Florida,Callaway,14702,21.7,24.3,16.0,34.0,72.7,6.1,9.6,77.5,6.6,74.4,85.0,70.3,8.5,42.1,33.9,22.5,53.0,21.6,11.4,17.5,31.2,2.9,29.4,74.3,17.3,31.8,12.6,36.0,3.3,16.4
816,FL,Florida,Washington Park,1672,31.5,25.2,11.2,44.4,75.8,4.7,12.0,80.7,7.1,80.2,86.0,68.8,10.3,19.5,22.3,28.8,40.4,17.6,17.7,30.0,30.1,4.5,40.0,83.9,19.8,41.9,16.6,49.3,6.0,31.3
820,FL,Florida,Keystone,24039,13.8,19.1,17.5,27.9,72.4,6.2,7.8,86.5,4.7,74.2,90.3,74.3,5.0,42.1,41.2,12.4,71.8,16.7,7.9,9.4,31.2,2.2,17.2,78.5,12.8,25.5,8.2,29.5,2.1,7.3
828,FL,Florida,Eagle Lake,2264,26.0,25.4,15.8,34.3,72.9,5.9,9.8,76.8,7.1,72.0,82.5,68.3,10.4,35.7,32.9,24.8,48.4,22.3,11.6,21.2,33.7,3.3,30.4,75.0,18.1,36.4,14.4,34.8,3.8,21.5
832,FL,Florida,Bee Ridge,9598,16.2,30.8,13.2,36.5,80.9,10.6,7.8,82.8,9.1,78.4,91.3,74.1,9.2,43.2,40.1,14.2,68.7,18.1,11.1,15.3,33.9,3.8,23.4,73.6,13.1,24.5,11.7,31.7,4.2,12.1
843,FL,Florida,North Bay Village,7137,24.4,15.2,16.3,23.9,67.7,4.3,7.3,82.5,4.1,72.3,85.8,70.3,4.2,36.5,30.5,12.8,64.5,15.3,8.9,13.3,25.8,2.3,25.1,76.8,14.2,26.4,9.0,34.4,2.0,9.8
848,FL,Florida,Lake Mystic,500,24.2,28.7,15.4,38.9,76.2,6.7,10.4,76.9,8.4,73.4,83.5,66.9,13.1,37.3,34.1,28.7,49.8,22.8,13.3,23.6,36.6,3.7,33.2,74.7,19.1,39.2,16.5,37.5,4.5,23.9
849,FL,Florida,Clearwater,108891,21.6,26.9,15.3,36.2,76.4,7.6,8.8,79.2,7.6,73.9,87.4,72.0,8.8,40.7,41.4,19.6,54.3,18.5,11.4,17.1,34.9,3.4,26.0,75.2,15.4,28.5,12.2,32.8,3.8,15.1
851,FL,Florida,Hialeah Gardens,21744,38.8,18.5,13.6,28.6,73.1,4.6,7.4,79.4,5.8,73.7,85.4,66.6,5.0,27.8,24.8,13.8,56.1,14.6,14.1,21.6,30.1,3.3,36.5,74.8,14.6,29.9,12.4,34.9,2.8,13.1
858,FL,Florida,Seville,614,28.2,30.3,14.3,40.1,77.2,6.9,10.0,77.4,8.7,76.1,86.9,70.6,11.1,40.2,33.3,24.2,45.8,20.7,15.8,24.2,34.9,4.2,33.5,77.0,17.0,38.9,15.5,38.4,4.8,21.8
861,FL,Florida,Princeton,22038,33.9,16.2,14.8,27.4,67.3,3.5,8.7,80.0,4.3,73.3,83.4,65.8,5.1,28.4,26.0,17.7,53.6,16.3,11.3,19.7,25.3,2.7,33.7,76.5,17.1,31.6,11.7,39.4,2.6,15.6
